4.906487462391196930e-01 9.815916565286449957e-01
-1.539753966720178342e-02 1.025710458816598392e+00
-2.924578896685479656e-01 8.572219091967965277e-01
-1.189647368499338720e+00 1.019188632185091370e+00
7.018455881554941725e-03 1.291131088507124325e+00
8.184667486401623337e-01 6.580427669618682529e-01
1.371623779483413852e+00 1.398426848892212915e+00
-6.020513929107695894e-01 1.384855906707130657e+00
5.078079293077192302e-01 5.822220203044099485e-01
7.846294586530724313e-01 1.269730649492402996e+00
1.566226952285235952e-01 1.175145718330227629e+00
1.376071196411792763e-01 1.112896443879419994e+00
-8.913324162611018231e-01 6.856581033974284978e-01
2.673317771081361038e-01 9.730728566975881400e-01
-5.219494221185910082e-02 1.531245867112080550e+00
7.732934223595160084e-02 1.210108989995500872e+00
-1.961134463278303153e-01 1.026702312438327658e+00
2.769586253618012139e-01 1.082874718365592459e+00
9.341481441357471494e-02 7.038641506232143907e-01
-2.246832114963164262e-01 1.075285672222683120e+00
-4.044821505604914713e-02 9.218025010673517317e-01
2.054934815224047640e-01 1.453918934893630110e+00
3.030202615438554181e-01 1.378341494013160862e+00
-3.815821053567876597e-01 1.271704741350347057e+00
-1.045547114257932897e+00 6.660532179363065630e-01
-1.214009256967265027e-01 1.026124197251376824e+00
9.253976687049125793e-01 1.593151462252996309e+00
-6.524645213920030606e-01 1.335305270507131770e+00
5.132227188167576282e-01 4.119789717479124258e-01
-5.202665367438625843e-01 1.363497585504277909e+00
1.677110799820527465e+00 9.503527814080057201e-01
6.449378813050761217e-01 1.420014913030338555e+00
2.464754791555644253e+00 1.457573187296036021e+00
1.627931747159876652e+00 1.007465072881457147e-01
1.335415907846531525e+00 5.411064859904106683e-01
2.428237307036926751e+00 4.965030030943069494e-01
2.162543073375279068e+00 1.114304466104998337e+00
2.583627336041337763e+00 1.418327468522400991e+00
1.925864901902032411e+00 4.010308711928174397e-01
2.542578115495432556e+00 1.481803542376186167e+00
1.396394720178894211e+00 7.635567461686547652e-01
1.866361131118401628e+00 4.288598437595085855e-01
2.159600757452237563e+00 3.031314908176223621e-01
1.330715028525500720e+00 1.322748974975386016e+00
2.350653153310602761e+00 1.882231960045019248e+00
1.974926296129079883e+00 1.921434953203918328e+00
1.778467278922902572e+00 2.109269496370808072e-01
2.410755110117003941e+00 1.243854921411120973e+00
1.895859272850758170e+00 1.066351153986727640e+00
1.611959484529663422e+00 7.828040282334337574e-01
1.571599693517679697e+00 1.081332071472828504e+00
2.526528792483329955e+00 3.218624110790662129e-01
1.644561153809698029e+00 1.923401789615708513e-01
2.027792080827256260e+00 1.292928933487533349e+00
2.580499720925064189e+00 9.106308791008421721e-01
1.643987131591274409e+00 9.109572634625789922e-01
2.090714929499999375e+00 1.197229843769969326e+00
2.166330614247238717e+00 1.812587837652101186e+00
2.187292202950381625e+00 1.061293025462582973e-01
1.561000599086995511e+00 1.155187433530571406e+00
2.479137803622176062e+00 9.720222842580228395e-01
1.507892931822242932e+00 4.444558073987917579e-01
2.004812074146157475e+00 1.069062034475368517e+00
2.201264875502305873e+00 1.858216352927238857e-01
2.748292380133760648e+00 1.392718979754222541e+00
7.774876136958754902e-01 7.873255076429398480e-01
1.435141759863896693e+00 8.316941308266893040e-01
1.490125542382700896e+00 5.189858748089961615e-01
1.896951878997879648e+00 9.154189738615001737e-01
1.812142783376860411e+00 1.372276929492928232e-01
1.564367148237054916e+00 1.069726830588273447e+00
2.355240688204007782e+00 1.551056611090925630e+00
2.428318879525196206e+00 4.552613496264674708e-01
2.649869523426203521e+00 1.263282224097850293e+00
2.159685883414673047e+00 1.801628790496542454e+00
2.520813711999213780e+00 1.293616503405595530e+00
2.257190381118998168e+00 6.320432100034260037e-01
5.864354471828805426e-01 7.325760462873235346e-01
2.086273678688916444e+00 1.368003925580706825e+00
2.456935431313966411e+00 1.196199150175434101e+00
2.237516410041846093e+00 9.029592941798755268e-01
1.937815140107644662e+00 1.031416402628579698e+00
1.238359768428894281e+00 -1.277441945098483078e-01
2.153117478092474446e+00 1.470174802928997826e+00
9.507551462619974192e-01 1.687749268952779769e+00
3.303246190596785148e+00 1.564126444528245674e+00
2.845951654776076367e+00 2.525603156116938308e+00
1.805528827344409226e+00 2.661188427290340774e-01
2.268811360177372727e+00 2.225030639010464606e-01
2.200641283949825944e+00 -3.963689035573487729e-01
2.384237763493879392e+00 7.449443985345780561e-01
1.983675510202147718e+00 1.049460970851013641e+00
2.165024712554903363e+00 6.172679809267074269e-01
1.487005899139777210e+00 1.336829482483839149e+00
2.088193161370034634e+00 1.188019741989530198e+00
2.020609076724006137e+00 1.508119613991841801e-01
1.951047384294901210e+00 1.505990568254922390e+00
1.108263685959010481e+00 1.556047982733849588e+00
2.215816295405320879e+00 3.998596673552679004e-02
1.995519596969173692e+00 1.491793415320312066e+00
